Id,Name,Position,Preferred Foot,Team,FPL Price,FPL Position,Season Metadata,MinutesPlayed,SavesMade,PenaltiesSaved,Cleansheets,BlocksMade,TacklesWon,DribbledPast,SuccessfulTakeons,Assists,GoalsScored,BigMisses,WoodworksHit,BigChancesCreated,PenaltiesScored,PenaltiesMisses,YellowCards,RedCards,MatchesStarted,XG,XA,ShotConversion
108579,Harry Kane,F,Right,Tottenham Hotspur,12.5,F,17-29415_17-23776_17-17359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
